Year,State,Income Level,Percent of Total,Number of Households
2009,Nevada,"$30,000 to $34,999",5.30%,"50,036"
2009,Nevada,"$35,000 to $39,999",5.16%,"48,707"
2009,Nevada,"$40,000 to $44,999",5.12%,"48,338"
2009,Nevada,"$45,000 to $49,999",4.67%,"44,055"
2009,Nevada,"$50,000 to $59,999",9.38%,"88,580"
2009,Nevada,"$60,000 to $74,999",11.74%,"110,859"
2009,Nevada,"$75,000 to $99,999",13.91%,"131,291"
2009,Nevada,"$100,000 to $124,999",8.45%,"79,748"
2009,Nevada,"$125,000 to $149,999",4.68%,"44,158"
2009,Nevada,"$150,000 to $199,999",4.04%,"38,153"
2009,Nevada,"$200,000 or more",3.34%,"31,534"
2009,Nevada,"Less than $10,000",5.51%,"51,989"
2009,New Hampshire,"$10,000 to $14,999",4.02%,"20,208"
2009,New Hampshire,"$15,000 to $19,999",3.82%,"19,189"
2009,New Hampshire,"$20,000 to $24,999",4.46%,"22,385"
2009,New Hampshire,"$25,000 to $29,999",4.28%,"21,502"
2009,New Hampshire,"$30,000 to $34,999",4.51%,"22,658"
2009,New Hampshire,"$35,000 to $39,999",4.51%,"22,663"
2009,New Hampshire,"$40,000 to $44,999",4.59%,"23,062"
2009,New Hampshire,"$45,000 to $49,999",4.31%,"21,622"
2009,New Hampshire,"$50,000 to $59,999",8.27%,"41,552"
2009,New Hampshire,"$60,000 to $74,999",11.66%,"58,544"
2009,New Hampshire,"$75,000 to $99,999",15.20%,"76,318"
2009,New Hampshire,"$100,000 to $124,999",9.94%,"49,932"
2009,New Hampshire,"$125,000 to $149,999",6.01%,"30,161"
2009,New Hampshire,"$150,000 to $199,999",5.46%,"27,428"
2009,New Hampshire,"$200,000 or more",4.25%,"21,350"
2009,New Hampshire,"Less than $10,000",4.70%,"23,627"
2009,New Jersey,"$10,000 to $14,999",3.97%,"125,320"
2009,New Jersey,"$15,000 to $19,999",4.00%,"126,029"
2009,New Jersey,"$20,000 to $24,999",3.91%,"123,260"
2009,New Jersey,"$25,000 to $29,999",3.99%,"125,839"
2009,New Jersey,"$30,000 to $34,999",3.90%,"122,811"
2009,New Jersey,"$35,000 to $39,999",3.79%,"119,468"
2009,New Jersey,"$40,000 to $44,999",3.96%,"124,925"
2009,New Jersey,"$45,000 to $49,999",3.59%,"113,096"
2009,New Jersey,"$50,000 to $59,999",7.45%,"234,808"
2009,New Jersey,"$60,000 to $74,999",9.72%,"306,348"
2009,New Jersey,"$75,000 to $99,999",13.65%,"430,450"
2009,New Jersey,"$100,000 to $124,999",10.40%,"327,868"
2009,New Jersey,"$125,000 to $149,999",6.88%,"217,026"
2009,New Jersey,"$150,000 to $199,999",7.51%,"236,860"
2009,New Jersey,"$200,000 or more",7.86%,"247,697"
2009,New Jersey,"Less than $10,000",5.43%,"171,072"
2009,New Mexico,"$10,000 to $14,999",6.86%,"50,531"
2009,New Mexico,"$15,000 to $19,999",6.18%,"45,495"
2009,New Mexico,"$20,000 to $24,999",6.76%,"49,767"
2009,New Mexico,"$25,000 to $29,999",6.11%,"44,987"
2009,New Mexico,"$30,000 to $34,999",6.02%,"44,321"
2009,New Mexico,"$35,000 to $39,999",5.61%,"41,322"
2009,New Mexico,"$40,000 to $44,999",5.19%,"38,226"
2009,New Mexico,"$45,000 to $49,999",4.64%,"34,150"
2009,New Mexico,"$50,000 to $59,999",8.05%,"59,276"
2009,New Mexico,"$60,000 to $74,999",9.86%,"72,621"
2009,New Mexico,"$75,000 to $99,999",10.81%,"79,663"
2009,New Mexico,"$100,000 to $124,999",6.06%,"44,665"
2009,New Mexico,"$125,000 to $149,999",3.23%,"23,768"
2009,New Mexico,"$150,000 to $199,999",2.90%,"21,357"
2009,New Mexico,"$200,000 or more",2.26%,"16,640"
2009,New Mexico,"Less than $10,000",9.48%,"69,841"
2009,New York,"$10,000 to $14,999",5.42%,"386,730"
2009,New York,"$15,000 to $19,999",5.02%,"358,135"
2009,New York,"$20,000 to $24,999",4.94%,"352,438"
2009,New York,"$25,000 to $29,999",4.71%,"336,172"
2009,New York,"$30,000 to $34,999",4.71%,"336,433"
2009,New York,"$35,000 to $39,999",4.41%,"314,786"
2009,New York,"$40,000 to $44,999",4.32%,"307,983"
2009,New York,"$45,000 to $49,999",3.93%,"280,749"
2009,New York,"$50,000 to $59,999",7.69%,"548,826"
2009,New York,"$60,000 to $74,999",9.79%,"699,054"
2009,New York,"$75,000 to $99,999",12.20%,"870,891"
2009,New York,"$100,000 to $124,999",8.28%,"590,703"
2009,New York,"$125,000 to $149,999",5.05%,"360,501"
2009,New York,"$150,000 to $199,999",5.30%,"378,476"
2009,New York,"$200,000 or more",5.96%,"425,323"
2009,New York,"Less than $10,000",8.26%,"589,813"
2009,North Carolina,"$10,000 to $14,999",6.44%,"228,032"
2009,North Carolina,"$15,000 to $19,999",6.05%,"214,410"
2009,North Carolina,"$20,000 to $24,999",6.18%,"218,948"
2009,North Carolina,"$25,000 to $29,999",6.03%,"213,636"
2009,North Carolina,"$30,000 to $34,999",5.97%,"211,360"
2009,North Carolina,"$35,000 to $39,999",5.36%,"189,874"
2009,North Carolina,"$40,000 to $44,999",5.24%,"185,424"
2009,North Carolina,"$45,000 to $49,999",4.67%,"165,495"
2009,North Carolina,"$50,000 to $59,999",8.55%,"302,902"
2009,North Carolina,"$60,000 to $74,999",10.12%,"358,560"
2009,North Carolina,"$75,000 to $99,999",11.16%,"395,366"
2009,North Carolina,"$100,000 to $124,999",6.31%,"223,312"
2009,North Carolina,"$125,000 to $149,999",3.39%,"120,225"
2009,North Carolina,"$150,000 to $199,999",2.99%,"105,901"
2009,North Carolina,"$200,000 or more",2.86%,"101,458"
2009,North Carolina,"Less than $10,000",8.67%,"306,904"
2009,North Dakota,"$10,000 to $14,999",6.48%,"17,701"
2009,North Dakota,"$15,000 to $19,999",6.00%,"16,385"
2009,North Dakota,"$20,000 to $24,999",6.21%,"16,953"
2009,North Dakota,"$25,000 to $29,999",6.23%,"17,017"
2009,North Dakota,"$30,000 to $34,999",6.10%,"16,646"
2009,North Dakota,"$35,000 to $39,999",5.18%,"14,147"
2009,North Dakota,"$40,000 to $44,999",5.34%,"14,584"
2009,North Dakota,"$45,000 to $49,999",4.87%,"13,310"
2009,North Dakota,"$50,000 to $59,999",8.94%,"24,413"
2009,North Dakota,"$60,000 to $74,999",11.22%,"30,622"
2009,North Dakota,"$75,000 to $99,999",11.75%,"32,074"
2009,North Dakota,"$100,000 to $124,999",6.35%,"17,336"
2009,North Dakota,"$125,000 to $149,999",2.82%,"7,693"
2009,North Dakota,"$150,000 to $199,999",2.16%,"5,898"
2009,North Dakota,"$200,000 or more",2.03%,"5,555"
2009,North Dakota,"Less than $10,000",8.31%,"22,701"
2009,Ohio,"$10,000 to $14,999",5.98%,"270,738"
2009,Ohio,"$15,000 to $19,999",5.77%,"261,217"
2009,Ohio,"$20,000 to $24,999",5.85%,"264,718"
2009,Ohio,"$25,000 to $29,999",5.74%,"259,965"
2009,Ohio,"$30,000 to $34,999",5.76%,"260,864"
2009,Ohio,"$35,000 to $39,999",5.34%,"241,773"
2009,Ohio,"$40,000 to $44,999",5.19%,"234,967"
2009,Ohio,"$45,000 to $49,999",4.76%,"215,512"
2009,Ohio,"$50,000 to $59,999",8.68%,"393,054"
2009,Ohio,"$60,000 to $74,999",10.79%,"488,335"
2009,Ohio,"$75,000 to $99,999",12.04%,"545,023"
2009,Ohio,"$100,000 to $124,999",6.80%,"307,910"
2009,Ohio,"$125,000 to $149,999",3.56%,"161,089"
2009,Ohio,"$150,000 to $199,999",3.04%,"137,416"
2009,Ohio,"$200,000 or more",2.42%,"109,580"
2009,Ohio,"Less than $10,000",8.26%,"374,003"
2009,Oklahoma,"$10,000 to $14,999",6.90%,"96,971"
2009,Oklahoma,"$15,000 to $19,999",6.66%,"93,510"
2009,Oklahoma,"$20,000 to $24,999",6.73%,"94,612"
2009,Oklahoma,"$25,000 to $29,999",6.48%,"91,042"
2009,Oklahoma,"$30,000 to $34,999",6.27%,"88,114"
2009,Oklahoma,"$35,000 to $39,999",5.69%,"79,978"
2009,Oklahoma,"$40,000 to $44,999",5.28%,"74,200"
2009,Oklahoma,"$45,000 to $49,999",4.65%,"65,400"
2009,Oklahoma,"$50,000 to $59,999",8.63%,"121,283"
2009,Oklahoma,"$60,000 to $74,999",10.05%,"141,137"
2009,Oklahoma,"$75,000 to $99,999",10.54%,"148,083"
2009,Oklahoma,"$100,000 to $124,999",5.63%,"79,108"
2009,Oklahoma,"$125,000 to $149,999",2.84%,"39,876"
2009,Oklahoma,"$150,000 to $199,999",2.24%,"31,441"
2009,Oklahoma,"$200,000 or more",2.14%,"30,055"
2009,Oklahoma,"Less than $10,000",9.27%,"130,195"
2009,Oregon,"$10,000 to $14,999",5.80%,"84,894"
2009,Oregon,"$15,000 to $19,999",5.59%,"81,796"
2009,Oregon,"$20,000 to $24,999",5.77%,"84,450"
2009,Oregon,"$25,000 to $29,999",5.67%,"83,043"
2009,Oregon,"$30,000 to $34,999",5.64%,"82,649"
2009,Oregon,"$35,000 to $39,999",5.34%,"78,254"
2009,Oregon,"$40,000 to $44,999",5.16%,"75,529"
2009,Oregon,"$45,000 to $49,999",4.64%,"68,008"
2009,Oregon,"$50,000 to $59,999",9.03%,"132,166"
2009,Oregon,"$60,000 to $74,999",10.76%,"157,593"
2009,Oregon,"$75,000 to $99,999",12.26%,"179,482"
2009,Oregon,"$100,000 to $124,999",7.09%,"103,820"
2009,Oregon,"$125,000 to $149,999",3.82%,"55,866"
2009,Oregon,"$150,000 to $199,999",3.25%,"47,603"
2009,Oregon,"$200,000 or more",2.90%,"42,529"
2009,Oregon,"Less than $10,000",7.27%,"106,514"
2009,Pennsylvania,"$10,000 to $14,999",5.99%,"293,211"
2009,Pennsylvania,"$15,000 to $19,999",5.74%,"280,999"
2009,Pennsylvania,"$20,000 to $24,999",5.69%,"278,605"
2009,Pennsylvania,"$25,000 to $29,999",5.53%,"270,676"
2009,Pennsylvania,"$30,000 to $34,999",5.50%,"269,132"
2009,Pennsylvania,"$35,000 to $39,999",5.01%,"245,376"
2009,Pennsylvania,"$40,000 to $44,999",4.95%,"242,174"
2009,Pennsylvania,"$45,000 to $49,999",4.51%,"220,778"
2009,Pennsylvania,"$50,000 to $59,999",8.54%,"417,658"
2009,Pennsylvania,"$60,000 to $74,999",10.61%,"519,049"
2009,Pennsylvania,"$75,000 to $99,999",12.32%,"602,849"
2009,Pennsylvania,"$100,000 to $124,999",7.35%,"359,736"
2009,Pennsylvania,"$125,000 to $149,999",4.00%,"195,571"
2009,Pennsylvania,"$150,000 to $199,999",3.61%,"176,468"
2009,Pennsylvania,"$200,000 or more",3.34%,"163,652"
2009,Pennsylvania,"Less than $10,000",7.30%,"357,193"
2009,Puerto Rico,"$10,000 to $14,999",12.63%,"153,343"
2009,Puerto Rico,"$15,000 to $19,999",9.62%,"116,805"
2009,Puerto Rico,"$20,000 to $24,999",7.87%,"95,531"
2009,Puerto Rico,"$25,000 to $29,999",6.65%,"80,715"
2009,Puerto Rico,"$30,000 to $34,999",5.67%,"68,773"
2009,Puerto Rico,"$35,000 to $39,999",4.53%,"55,043"
2009,Puerto Rico,"$40,000 to $44,999",3.86%,"46,802"
2009,Puerto Rico,"$45,000 to $49,999",3.02%,"36,680"
2009,Puerto Rico,"$50,000 to $59,999",4.70%,"57,101"
2009,Puerto Rico,"$60,000 to $74,999",4.30%,"52,233"
2009,Puerto Rico,"$75,000 to $99,999",3.40%,"41,328"
2009,Puerto Rico,"$100,000 to $124,999",1.58%,"19,220"
2009,Puerto Rico,"$125,000 to $149,999",0.72%,"8,714"
2009,Puerto Rico,"$150,000 to $199,999",0.62%,"7,505"
2009,Puerto Rico,"$200,000 or more",0.64%,"7,744"
2009,Puerto Rico,"Less than $10,000",30.18%,"366,402"
2009,Rhode Island,"$10,000 to $14,999",5.84%,"23,599"
2009,Rhode Island,"$15,000 to $19,999",4.89%,"19,749"
2009,Rhode Island,"$20,000 to $24,999",4.97%,"20,072"
2009,Rhode Island,"$25,000 to $29,999",4.68%,"18,900"
2009,Rhode Island,"$30,000 to $34,999",4.62%,"18,673"
2009,Rhode Island,"$35,000 to $39,999",4.43%,"17,905"
2009,Rhode Island,"$40,000 to $44,999",4.43%,"17,921"
2009,Rhode Island,"$45,000 to $49,999",3.97%,"16,048"
2009,Rhode Island,"$50,000 to $59,999",7.91%,"31,987"
2009,Rhode Island,"$60,000 to $74,999",10.23%,"41,347"
2009,Rhode Island,"$75,000 to $99,999",13.99%,"56,567"
2009,Rhode Island,"$100,000 to $124,999",8.87%,"35,853"
2009,Rhode Island,"$125,000 to $149,999",5.10%,"20,609"
2009,Rhode Island,"$150,000 to $199,999",4.74%,"19,150"
2009,Rhode Island,"$200,000 or more",3.85%,"15,543"
2009,Rhode Island,"Less than $10,000",7.50%,"30,304"
2009,South Carolina,"$10,000 to $14,999",6.57%,"111,315"
2009,South Carolina,"$15,000 to $19,999",6.31%,"106,777"
2009,South Carolina,"$20,000 to $24,999",6.33%,"107,133"
2009,South Carolina,"$25,000 to $29,999",6.21%,"105,127"
2009,South Carolina,"$30,000 to $34,999",6.03%,"102,087"
2009,South Carolina,"$35,000 to $39,999",5.34%,"90,489"
2009,South Carolina,"$40,000 to $44,999",5.15%,"87,141"
2009,South Carolina,"$45,000 to $49,999",4.69%,"79,491"
2009,South Carolina,"$50,000 to $59,999",8.42%,"142,521"
2009,South Carolina,"$60,000 to $74,999",10.17%,"172,217"
2009,South Carolina,"$75,000 to $99,999",11.21%,"189,787"
2009,South Carolina,"$100,000 to $124,999",6.15%,"104,100"
2009,South Carolina,"$125,000 to $149,999",3.03%,"51,267"
2009,South Carolina,"$150,000 to $199,999",2.61%,"44,154"
2009,South Carolina,"$200,000 or more",2.31%,"39,129"
2009,South Carolina,"Less than $10,000",9.49%,"160,653"
2009,South Dakota,"$10,000 to $14,999",6.37%,"20,036"
2009,South Dakota,"$15,000 to $19,999",5.83%,"18,360"
2009,South Dakota,"$20,000 to $24,999",6.51%,"20,492"
2009,South Dakota,"$25,000 to $29,999",6.35%,"19,997"
2009,South Dakota,"$30,000 to $34,999",6.23%,"19,602"
2009,South Dakota,"$35,000 to $39,999",5.62%,"17,679"
2009,South Dakota,"$40,000 to $44,999",5.44%,"17,118"
2009,South Dakota,"$45,000 to $49,999",5.20%,"16,372"
2009,South Dakota,"$50,000 to $59,999",9.47%,"29,798"
2009,South Dakota,"$60,000 to $74,999",11.63%,"36,593"
2009,South Dakota,"$75,000 to $99,999",11.56%,"36,372"
2009,South Dakota,"$100,000 to $124,999",5.58%,"17,572"
2009,South Dakota,"$125,000 to $149,999",2.41%,"7,574"
2009,South Dakota,"$150,000 to $199,999",1.95%,"6,130"
2009,South Dakota,"$200,000 or more",2.03%,"6,384"
2009,South Dakota,"Less than $10,000",7.82%,"24,595"
2009,Tennessee,"$10,000 to $14,999",6.86%,"165,587"
2009,Tennessee,"$15,000 to $19,999",6.37%,"153,742"
2009,Tennessee,"$20,000 to $24,999",6.29%,"151,700"
2009,Tennessee,"$25,000 to $29,999",6.17%,"148,764"
2009,Tennessee,"$30,000 to $34,999",6.08%,"146,797"
2009,Tennessee,"$35,000 to $39,999",5.58%,"134,513"
2009,Tennessee,"$40,000 to $44,999",5.17%,"124,796"
2009,Tennessee,"$45,000 to $49,999",4.78%,"115,331"
2009,Tennessee,"$50,000 to $59,999",8.57%,"206,707"
2009,Tennessee,"$60,000 to $74,999",10.03%,"242,056"
2009,Tennessee,"$75,000 to $99,999",10.62%,"256,219"
2009,Tennessee,"$100,000 to $124,999",5.65%,"136,419"
2009,Tennessee,"$125,000 to $149,999",2.93%,"70,755"
2009,Tennessee,"$150,000 to $199,999",2.61%,"63,019"
2009,Tennessee,"$200,000 or more",2.66%,"64,126"
2009,Tennessee,"Less than $10,000",9.62%,"232,036"
2009,Texas,"$10,000 to $14,999",5.86%,"484,624"
2009,Texas,"$15,000 to $19,999",5.79%,"478,474"
2009,Texas,"$20,000 to $24,999",5.89%,"487,288"
2009,Texas,"$25,000 to $29,999",5.77%,"476,850"
2009,Texas,"$30,000 to $34,999",5.58%,"461,142"
2009,Texas,"$35,000 to $39,999",5.16%,"426,890"
2009,Texas,"$40,000 to $44,999",5.00%,"413,274"
2009,Texas,"$45,000 to $49,999",4.41%,"365,059"
2009,Texas,"$50,000 to $59,999",8.18%,"676,263"
2009,Texas,"$60,000 to $74,999",9.76%,"807,040"
2009,Texas,"$75,000 to $99,999",11.51%,"951,399"
2009,Texas,"$100,000 to $124,999",7.17%,"593,091"
2009,Texas,"$125,000 to $149,999",4.07%,"336,478"
2009,Texas,"$150,000 to $199,999",3.91%,"323,021"
2009,Texas,"$200,000 or more",3.83%,"317,011"
2009,Texas,"Less than $10,000",8.12%,"671,142"
2009,Utah,"$10,000 to $14,999",4.04%,"33,580"
2009,Utah,"$15,000 to $19,999",4.21%,"35,033"
2009,Utah,"$20,000 to $24,999",4.57%,"37,964"
2009,Utah,"$25,000 to $29,999",5.19%,"43,128"
2009,Utah,"$30,000 to $34,999",5.30%,"44,054"
2009,Utah,"$35,000 to $39,999",5.44%,"45,265"
2009,Utah,"$40,000 to $44,999",5.48%,"45,592"
2009,Utah,"$45,000 to $49,999",5.06%,"42,093"
2009,Utah,"$50,000 to $59,999",9.93%,"82,533"
2009,Utah,"$60,000 to $74,999",12.30%,"102,314"
2009,Utah,"$75,000 to $99,999",14.22%,"118,283"
2009,Utah,"$100,000 to $124,999",8.30%,"69,015"
2009,Utah,"$125,000 to $149,999",4.55%,"37,830"
2009,Utah,"$150,000 to $199,999",3.61%,"29,989"
2009,Utah,"$200,000 or more",2.94%,"24,449"
2009,Utah,"Less than $10,000",4.86%,"40,441"
2009,Vermont,"$10,000 to $14,999",5.72%,"14,326"
2009,Vermont,"$15,000 to $19,999",5.31%,"13,291"
2009,Vermont,"$20,000 to $24,999",5.62%,"14,074"
2009,Vermont,"$25,000 to $29,999",4.97%,"12,455"
2009,Vermont,"$30,000 to $34,999",5.42%,"13,568"
2009,Vermont,"$35,000 to $39,999",5.26%,"13,178"
2009,Vermont,"$40,000 to $44,999",5.34%,"13,365"
2009,Vermont,"$45,000 to $49,999",4.79%,"11,999"
2009,Vermont,"$50,000 to $59,999",9.31%,"23,321"
2009,Vermont,"$60,000 to $74,999",11.50%,"28,786"
2009,Vermont,"$75,000 to $99,999",13.08%,"32,754"
2009,Vermont,"$100,000 to $124,999",7.54%,"18,876"
2009,Vermont,"$125,000 to $149,999",4.03%,"10,080"
2009,Vermont,"$150,000 to $199,999",3.27%,"8,187"
2009,Vermont,"$200,000 or more",2.63%,"6,587"
2009,Vermont,"Less than $10,000",6.20%,"15,528"
2009,Virginia,"$10,000 to $14,999",4.47%,"131,137"
2009,Virginia,"$15,000 to $19,999",4.25%,"124,829"
2009,Virginia,"$20,000 to $24,999",4.41%,"129,597"
2009,Virginia,"$25,000 to $29,999",4.45%,"130,793"
2009,Virginia,"$30,000 to $34,999",4.63%,"135,990"
2009,Virginia,"$35,000 to $39,999",4.44%,"130,493"
2009,Virginia,"$40,000 to $44,999",4.68%,"137,353"
2009,Virginia,"$45,000 to $49,999",4.23%,"124,301"
2009,Virginia,"$50,000 to $59,999",8.17%,"239,993"
2009,Virginia,"$60,000 to $74,999",10.46%,"307,188"
2009,Virginia,"$75,000 to $99,999",13.25%,"389,068"
2009,Virginia,"$100,000 to $124,999",8.93%,"262,157"
2009,Virginia,"$125,000 to $149,999",5.62%,"164,990"
2009,Virginia,"$150,000 to $199,999",6.10%,"179,058"
2009,Virginia,"$200,000 or more",5.88%,"172,705"
2009,Virginia,"Less than $10,000",6.03%,"176,982"
2009,Washington,"$10,000 to $14,999",4.51%,"113,271"
2009,Washington,"$15,000 to $19,999",4.50%,"113,061"
2009,Washington,"$20,000 to $24,999",4.83%,"121,320"
2009,Washington,"$25,000 to $29,999",4.87%,"122,261"
2009,Washington,"$30,000 to $34,999",5.04%,"126,703"
2009,Washington,"$35,000 to $39,999",4.89%,"122,962"
2009,Washington,"$40,000 to $44,999",4.92%,"123,481"
2009,Washington,"$45,000 to $49,999",4.48%,"112,553"
2009,Washington,"$50,000 to $59,999",8.61%,"216,332"
2009,Washington,"$60,000 to $74,999",11.00%,"276,330"
2009,Washington,"$75,000 to $99,999",13.63%,"342,330"
2009,Washington,"$100,000 to $124,999",8.85%,"222,319"
2009,Washington,"$125,000 to $149,999",5.02%,"126,233"
2009,Washington,"$150,000 to $199,999",4.62%,"116,148"
2009,Washington,"$200,000 or more",3.96%,"99,403"
2009,Washington,"Less than $10,000",6.27%,"157,620"
2009,West Virginia,"$10,000 to $14,999",8.32%,"62,081"
2009,West Virginia,"$15,000 to $19,999",7.87%,"58,746"
2009,West Virginia,"$20,000 to $24,999",7.23%,"53,960"
2009,West Virginia,"$25,000 to $29,999",6.72%,"50,134"
2009,West Virginia,"$30,000 to $34,999",6.21%,"46,331"
2009,West Virginia,"$35,000 to $39,999",5.59%,"41,747"
2009,West Virginia,"$40,000 to $44,999",5.24%,"39,138"
2009,West Virginia,"$45,000 to $49,999",4.66%,"34,819"
2009,West Virginia,"$50,000 to $59,999",8.15%,"60,803"
2009,West Virginia,"$60,000 to $74,999",9.33%,"69,613"
2009,West Virginia,"$75,000 to $99,999",9.79%,"73,048"
2009,West Virginia,"$100,000 to $124,999",4.76%,"35,543"
2009,West Virginia,"$125,000 to $149,999",2.10%,"15,643"
2009,West Virginia,"$150,000 to $199,999",1.61%,"12,052"
2009,West Virginia,"$200,000 or more",1.42%,"10,567"
2009,West Virginia,"Less than $10,000",11.01%,"82,194"
2009,Wisconsin,"$10,000 to $14,999",5.37%,"120,581"
2009,Wisconsin,"$15,000 to $19,999",5.31%,"119,181"
2009,Wisconsin,"$20,000 to $24,999",5.45%,"122,406"
2009,Wisconsin,"$25,000 to $29,999",5.51%,"123,721"
2009,Wisconsin,"$30,000 to $34,999",5.54%,"124,531"
2009,Wisconsin,"$35,000 to $39,999",5.32%,"119,498"
2009,Wisconsin,"$40,000 to $44,999",5.20%,"116,708"
2009,Wisconsin,"$45,000 to $49,999",4.72%,"105,993"
2009,Wisconsin,"$50,000 to $59,999",9.18%,"206,289"
2009,Wisconsin,"$60,000 to $74,999",11.76%,"264,160"
2009,Wisconsin,"$75,000 to $99,999",13.77%,"309,448"
2009,Wisconsin,"$100,000 to $124,999",7.68%,"172,430"
2009,Wisconsin,"$125,000 to $149,999",3.69%,"82,893"
2009,Wisconsin,"$150,000 to $199,999",2.93%,"65,719"
2009,Wisconsin,"$200,000 or more",2.53%,"56,735"
2009,Wisconsin,"Less than $10,000",6.06%,"136,219"
2009,Wyoming,"$10,000 to $14,999",4.96%,"10,334"
2009,Wyoming,"$15,000 to $19,999",5.11%,"10,640"
2009,Wyoming,"$20,000 to $24,999",5.72%,"11,921"
2009,Wyoming,"$25,000 to $29,999",5.65%,"11,761"
2009,Wyoming,"$30,000 to $34,999",5.57%,"11,610"
2009,Wyoming,"$35,000 to $39,999",5.49%,"11,433"
2009,Wyoming,"$40,000 to $44,999",5.18%,"10,790"
2009,Wyoming,"$45,000 to $49,999",5.04%,"10,492"
2009,Wyoming,"$50,000 to $59,999",8.83%,"18,396"
2009,Wyoming,"$60,000 to $74,999",11.69%,"24,355"
2009,Wyoming,"$75,000 to $99,999",13.58%,"28,275"
2009,Wyoming,"$100,000 to $124,999",8.12%,"16,921"
2009,Wyoming,"$125,000 to $149,999",4.06%,"8,456"
2009,Wyoming,"$150,000 to $199,999",3.02%,"6,291"
2009,Wyoming,"$200,000 or more",2.47%,"5,137"
2009,Wyoming,"Less than $10,000",5.50%,"11,457"
2010,Alabama,"$10,000 to $14,999",7.18%,"130,766"
2010,Alabama,"$15,000 to $19,999",6.80%,"123,841"
2010,Alabama,"$20,000 to $24,999",6.53%,"119,005"
2010,Alabama,"$25,000 to $29,999",5.84%,"106,438"
2010,Alabama,"$30,000 to $34,999",5.86%,"106,705"
2010,Alabama,"$35,000 to $39,999",5.29%,"96,321"
2010,Alabama,"$40,000 to $44,999",5.09%,"92,629"
2010,Alabama,"$45,000 to $49,999",4.36%,"79,383"
2010,Alabama,"$50,000 to $59,999",8.20%,"149,279"
2010,Alabama,"$60,000 to $74,999",9.48%,"172,629"
2010,Alabama,"$75,000 to $99,999",10.59%,"192,900"
2010,Alabama,"$100,000 to $124,999",6.23%,"113,517"
2010,Alabama,"$125,000 to $149,999",3.15%,"57,445"
2010,Alabama,"$150,000 to $199,999",2.82%,"51,342"
2010,Alabama,"$200,000 or more",2.32%,"42,321"
2010,Alabama,"Less than $10,000",10.25%,"186,689"
2010,Alaska,"$10,000 to $14,999",3.83%,"9,499"
2010,Alaska,"$15,000 to $19,999",3.53%,"8,755"
2010,Alaska,"$20,000 to $24,999",4.04%,"10,040"
2010,Alaska,"$25,000 to $29,999",4.31%,"10,709"
2010,Alaska,"$30,000 to $34,999",4.58%,"11,377"
2010,Alaska,"$35,000 to $39,999",3.86%,"9,574"
2010,Alaska,"$40,000 to $44,999",4.46%,"11,069"
2010,Alaska,"$45,000 to $49,999",4.29%,"10,661"
2010,Alaska,"$50,000 to $59,999",7.89%,"19,578"
2010,Alaska,"$60,000 to $74,999",11.25%,"27,920"
2010,Alaska,"$75,000 to $99,999",15.22%,"37,780"
